id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
020370007MT;24702037;0007;15;2005-11-01;1993-08-01;1052000;78505000;MT;9909;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
666850021MG;25266685;0021;97;2003-10-01;1999-09-01;4621400;37250000;MG;4891;Comércio atacadista de café em grão;2143;0.0;demais;Cooperativa;2
715740004MG;25471574;0004;11;2004-06-01;1999-09-01;6550200;37440000;MG;4309;Planos de saúde;2143;1489826.0;demais;Cooperativa;2
633410004MG;25863341;0004;64;2001-05-01;1996-07-01;5211799;37410001;MG;5385;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2143;0.0;demais;Cooperativa;2
279980047MS;26827998;0047;79;;2005-04-01;4683400;79833000;MS;9073;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
941520004ES;27494152;0004;97;2004-07-01;1985-05-01;4621400;29785000;ES;0768;Comércio atacadista de café em grão;2143;29129076.0;demais;Cooperativa;2
683710019BA;32068371;0019;20;2002-12-01;1996-12-01;4930202;43810020;BA;3429;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;2
310580002GO;37631058;0002;24;;2004-10-01;6424704;76110000;GO;9631;Cooperativas de crédito rural;2143;0.0;demais;Cooperativa;2
652870002MG;38665287;0002;22;2005-11-01;1992-10-01;4683400;37795000;MG;4051;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;71873.23;demais;Cooperativa;2
019810032SP;43001981;0032;09;2005-11-01;2003-01-01;4692300;16306294;SP;6847;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
024720005SP;43202472;0005;63;2005-11-01;2001-09-01;8630502;01317000;SP;7107;Atividade médica ambulatorial com recursos para realização de exames complementares;2143;0.0;demais;Cooperativa;2
367910035SP;45236791;0035;30;2002-06-01;1997-08-01;4661300;14900000;SP;6555;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;0.0;demais;Cooperativa;2
878410002SP;45887841;0002;81;2002-12-01;1970-11-01;1051100;12630000;SP;6273;Preparação do leite;2143;0.0;demais;Cooperativa;2
908680055SP;45990868;0055;07;2018-12-01;1994-09-01;8130300;13800446;SP;6717;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
125810015SP;53412581;0015;30;2005-11-01;1991-06-01;4623109;18764002;SP;6329;Comércio atacadista de alimentos para animais;2143;0.0;demais;Cooperativa;3
373400025SC;58137340;0025;16;2003-03-01;1977-02-01;5211701;88790000;SC;8185;Armazéns gerais - emissão de warrant;2143;0.0;demais;Cooperativa;3
367440009MG;61536744;0009;77;2005-11-01;1987-10-01;9430800;38500000;MG;4861;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;3
367440062SP;61536744;0062;31;2005-11-01;1989-07-01;7490101;11940000;SP;6593;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
367440147SP;61536744;0147;65;2005-11-01;1992-01-01;9430800;08720000;SP;6713;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
367440351PR;61536744;0351;77;2005-11-01;1971-11-01;7490101;86065000;PR;7667;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;3
367440425BA;61536744;0425;48;2005-11-01;1978-02-01;8888888;45820130;BA;3117;Atividade Econônica não informada;2143;0.0;demais;Cooperativa;2
367440470PR;61536744;0470;00;2005-11-01;1983-03-01;7490101;87360000;PR;7569;Serviços de tradução, interpretação e similares;2143;0.0;demais;Cooperativa;2
095660005MG;62109566;0005;37;2001-02-01;1998-12-01;6424703;37596000;MG;4027;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
691300003SP;68869130;0003;60;2006-12-01;1994-01-01;4712100;16900165;SP;6141;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;2143;0.0;demais;Cooperativa;2
209150020MG;71320915;0020;95;2005-11-01;2002-09-01;4683400;38040000;MG;5401;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
222240005PR;75222224;0005;70;2005-11-01;1993-01-01;6550200;86700155;PR;7427;Planos de saúde;2143;0.0;demais;Cooperativa;3
849060013PR;75984906;0013;20;2005-11-01;1983-07-01;4623108;85745000;PR;0834;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;2143;0.0;demais;Cooperativa;3
127400002PR;77412740;0002;40;2005-11-01;1999-03-01;4110700;82810350;PR;7535;Incorporação de empreendimentos imobiliários;2143;0.0;demais;Cooperativa;2
953950039PR;77595395;0039;10;2003-12-01;2001-09-01;4634601;86806380;PR;7425;Comércio atacadista de carnes bovinas e suínas e derivados;2143;259213238.62;demais;Cooperativa;3
035990027PR;77903599;0027;37;2005-11-01;1991-02-01;8130300;85118000;PR;7583;Atividades paisagísticas;2143;0.0;demais;Cooperativa;3
635740002PR;79063574;0002;40;2005-04-01;2005-04-01;6424703;86400000;PR;7629;Cooperativas de crédito mútuo;2143;500000.0;demais;Cooperativa;3
635690027PR;79863569;0027;70;2005-11-01;2001-05-01;4623199;85340000;PR;5481;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
842780009PR;81584278;0009;02;2005-11-01;1978-01-01;4683400;85974000;PR;7683;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
231080013PR;81723108;0013;48;;2003-09-01;6424704;85550000;PR;7527;Cooperativas de crédito rural;2143;188321391.0;demais;Cooperativa;3
207230032SC;83220723;0032;20;2005-11-01;2004-03-01;0154700;89870000;SC;8253;Criação de suínos;2143;0.0;demais;Cooperativa;3
052350005SC;83305235;0005;42;2005-09-01;1969-03-01;4683400;89883000;SC;8009;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
052350086SC;83305235;0086;08;2005-09-01;2000-12-01;1066000;89930000;SC;8329;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;3
732120015SC;83573212;0015;90;2005-11-01;1982-03-01;4711302;89740000;SC;5597;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;65717825.06;demais;Cooperativa;3
945980028SC;84094598;0028;35;2005-11-01;1992-01-01;1052000;88317200;SC;8161;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
918300010SC;84291830;0010;04;2006-12-01;1987-04-01;1061901;88230000;SC;8071;Beneficiamento de arroz;2143;0.0;demais;Cooperativa;3
307520002AC;84330752;0002;91;2005-11-01;2000-03-01;0230600;69918340;AC;0139;Atividades de apoio à produção florestal;2143;0.0;demais;Cooperativa;2
348070009SC;85134807;0009;27;2005-11-01;1981-07-01;4711302;89300001;SC;8199;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
897820055SC;85789782;0055;35;2005-11-01;1985-08-01;4711302;88540000;SC;8397;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;40274715.86;demais;Cooperativa;3
003990004SC;86300399;0004;94;2004-12-01;1984-03-01;4711301;88860000;SC;8347;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;2143;0.0;demais;Cooperativa;2
516600019SC;86551660;0019;05;2004-08-01;2004-08-01;5211799;89567899;SC;8379;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2143;0.0;demais;Cooperativa;2
383340006RS;87638334;0006;88;2005-09-01;2000-12-01;8650004;99709182;RS;8637;Atividades de fisioterapia;2143;0.0;demais;Cooperativa;2
947010037RS;88094701;0037;99;2004-12-01;1998-05-01;4789099;98575000;RS;6071;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;3
822680013RS;89982268;0013;13;2003-10-01;1977-03-01;4692300;98415000;RS;7307;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;3
265060057RS;90726506;0057;20;2005-11-01;1994-07-01;4623199;98700000;RS;8705;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
955490024RS;91495549;0024;46;2005-04-01;1999-10-01;4622200;99350000;RS;8969;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
201220039RS;92020122;0039;30;2004-12-01;1994-12-01;8130300;96505000;RS;8559;Atividades paisagísticas;2143;0.0;demais;Cooperativa;2
414220004RS;94541422;0004;60;2002-10-01;2002-10-01;1052000;99680000;RS;8613;Fabricação de laticínios;2143;0.0;demais;Cooperativa;2
231670006SC;95823167;0006;73;2001-09-01;1995-08-01;4120400;89216100;SC;8179;Construção de edifícios;2143;0.0;demais;Cooperativa;2
033020036RS;96203302;0036;66;2005-11-01;1982-12-01;1062700;98804560;RS;8853;Moagem de trigo e fabricação de derivados;2143;0.0;demais;Cooperativa;2
204510054RS;97320451;0054;50;2005-11-01;2003-06-01;4744005;99560000;RS;8903;Comércio varejista de materiais de construção não especificados anteriormente;2143;0.0;demais;Cooperativa;3
064550023RS;97506455;0023;20;2005-10-01;1984-07-01;4711302;99320000;RS;7299;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
471490005RJ;39447149;0005;82;2005-05-01;2005-05-01;8690999;25780000;RJ;6009;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
248910007RS;95424891;0007;05;2005-08-01;2005-08-01;6424703;96888000;RS;0988;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
771740010SC;85377174;0010;11;2005-11-01;2005-11-01;6550200;88220000;SC;8163;Planos de saúde;2143;1000.0;demais;Cooperativa;3
698520004RR;10169852;0004;03;2006-01-01;2006-01-01;8640202;69301120;RR;0301;Laboratórios clínicos;2143;0.0;demais;Cooperativa;2
477150003MG;20647715;0003;00;2006-01-01;2006-01-01;1066000;35610000;MG;4463;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;2
064550051RS;97506455;0051;84;2006-06-01;2006-06-01;4623199;99260000;RS;8595;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
869820006RS;91586982;0006;05;2004-07-01;2004-07-01;6424703;93995000;RS;7337;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
132110009RS;95213211;0009;76;2005-11-01;2005-11-01;6424703;95538970;RS;1144;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
950490001GO;24795049;0001;46;2005-10-01;1988-08-01;6424703;75903290;GO;9571;Cooperativas de crédito mútuo;2143;250480329.39;demais;Cooperativa;2
076070008PR;78907607;0008;13;2005-11-01;2005-11-01;6424703;84261060;PR;7915;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
621750008SP;48662175;0008;67;2003-10-01;1986-04-01;4683400;14890672;SP;6587;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
522930059PR;77752293;0059;04;2005-09-01;1995-01-01;4623199;85875000;PR;8467;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
546860007PR;81054686;0007;90;2004-11-01;2004-11-01;6424703;83730000;PR;7521;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
609750001MG;25360975;0001;51;2005-11-01;1988-10-01;6424704;38600001;MG;4939;Cooperativas de crédito rural;2143;0.0;demais;Cooperativa;3
113610024SP;53311361;0024;01;2005-11-01;1985-10-01;4789099;14500000;SP;6583;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
496020001MG;19449602;0001;59;2005-09-01;1984-01-01;6424703;35300034;MG;4267;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
064550002RS;97506455;0002;04;2005-10-01;1971-03-01;4623199;99360000;RS;8539;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;0.0;demais;Cooperativa;3
379610001BA;40537961;0001;54;2005-09-01;1991-08-01;8690999;41820000;BA;3849;Outras atividades de atenção à saúde humana não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
958780001SP;52395878;0001;77;2005-11-01;1966-08-01;4724500;16800000;SP;6703;Comércio varejista de hortifrutigranjeiros;2143;0.0;demais;Cooperativa;2
281290002BA;15028129;0002;66;2005-11-01;1987-12-01;1051100;45760000;BA;3695;Preparação do leite;2143;0.0;demais;Cooperativa;2
193820005MG;20219382;0005;80;2005-11-01;1985-04-01;1051100;39780000;MG;5163;Preparação do leite;2143;0.0;demais;Cooperativa;2
496030017MG;22149603;0017;50;2005-04-01;1993-05-01;4731800;36670000;MG;5199;Comércio varejista de combustíveis para veículos automotores;2143;0.0;demais;Cooperativa;2
941520010ES;27494152;0010;35;2004-07-01;1993-08-01;4621400;29795000;ES;5733;Comércio atacadista de café em grão;2143;29129076.0;demais;Cooperativa;2
180890007RJ;29618089;0007;21;2005-11-01;2000-06-01;4771701;28570000;RJ;5841;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
043950001RS;73804395;0001;59;2005-11-01;1993-11-01;4631100;98860000;RS;8413;Comércio atacadista de leite e laticínios;2143;0.0;demais;Cooperativa;3
367910049SP;45236791;0049;36;2002-06-01;2002-01-01;4683400;13806520;SP;6717;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
209480001SP;74220948;0001;99;2005-09-01;1994-01-01;6424703;19010090;SP;6929;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
113610052GO;53311361;0052;65;2005-11-01;1999-11-01;1066000;76520000;GO;9653;Fabricação de alimentos para animais;2143;0.0;demais;Cooperativa;2
373400033SP;58137340;0033;26;2003-03-01;1984-09-01;5211701;11030380;SP;7071;Armazéns gerais - emissão de warrant;2143;0.0;demais;Cooperativa;2
395190001MG;21839519;0001;38;2005-11-01;1980-07-01;6550200;36406060;MG;4365;Planos de saúde;2143;1420538.0;demais;Cooperativa;2
043830125PR;75904383;0125;61;2005-11-01;2004-09-01;4623199;85260000;PR;7681;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;303060454.0;demais;Cooperativa;3
908460022RS;77890846;0022;01;2005-11-01;1987-09-01;4611700;99010091;RS;8785;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;2143;0.0;demais;Cooperativa;1
052350025SC;83305235;0025;96;2005-09-01;1977-09-01;4683400;89840000;SC;8085;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
126470014SC;86512647;0014;32;2004-03-01;1990-08-01;4711302;88930000;SC;8369;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
554320005RS;87455432;0005;07;2005-09-01;1976-07-01;1012101;96150000;RS;7385;Abate de aves;2143;0.0;demais;Cooperativa;2
947010012RS;88094701;0012;30;2004-12-01;1977-02-01;4729699;98690000;RS;8885;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;2143;0.0;demais;Cooperativa;2
265060084RS;90726506;0084;00;2005-11-01;1980-09-01;4683400;98700000;RS;8705;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
713400002PR;95371340;0002;16;2004-07-01;1993-04-01;0161099;85610000;PR;7809;Atividades de apoio à agricultura não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
784630038RS;97078463;0038;08;2004-01-01;1985-12-01;4683400;97800000;RS;8881;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
204510051RS;97320451;0051;07;2005-11-01;2000-02-01;4711302;99590000;RS;8827;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2143;0.0;demais;Cooperativa;3
755970001SP;49275597;0001;76;2005-11-01;1984-01-01;9430800;11900000;SP;6953;Atividades de associações de defesa de direitos sociais;2143;0.0;demais;Cooperativa;2
498390001SC;85149839;0001;49;2005-11-01;1991-09-01;4789099;89950000;SC;8097;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
973680001RS;87497368;0001;95;2005-11-01;1972-08-01;6550200;97015530;RS;8841;Planos de saúde;2143;18731470.9;demais;Cooperativa;2
492670001ES;30949267;0001;90;2001-10-01;1980-06-01;6424703;29122720;ES;5703;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
410060001RS;89141006;0001;92;2019-05-01;1983-08-01;4930202;98280000;RS;8781;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;0.0;demais;Cooperativa;3
685650001RS;89468565;0001;01;2005-11-01;1984-03-01;6424703;99560000;RS;8903;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
241220001PA;34624122;0001;70;2005-11-01;1989-09-01;0724301;68523000;PA;0581;Extração de minério de metais preciosos;2143;0.0;demais;Cooperativa;2
696250001SP;68969625;0001;08;2005-09-01;1992-11-01;6424703;14875455;SP;6587;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
808330001MG;64480833;0001;80;2005-02-01;1993-01-01;6424703;35606000;MG;4809;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
052350106SC;83305235;0106;96;2005-09-01;2003-02-01;4683400;89410000;SC;8267;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;2
381010006PR;78738101;0006;66;2005-04-01;2004-09-01;6550200;85801050;PR;7493;Planos de saúde;2143;0.0;demais;Cooperativa;3
085420001ES;27808542;0001;41;2005-09-01;1966-10-01;4789099;29390000;ES;5659;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
700640008MG;22070064;0008;78;2003-10-01;1984-11-01;4771704;37240000;MG;4773;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;2
369280012MG;16736928;0012;21;2006-05-01;2006-05-01;4771704;37220000;MG;4159;Comércio varejista de medicamentos veterinários;2143;0.0;demais;Cooperativa;2
